sentimen llm,tweet_with_tags
positif,tapi nyata ikn mangkrak.sudah abis 800 trilyul masih butuh 1000 trilyun dan dpt utang  dan bingung maju kena mundur kena.ujung nya peninjauan kembali proyek besar.w<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>k..
positif,"Air hujan emang gemuruh dan berisik tapi menenangkan. <Wajah Menangis Gembira><Wajah Menangis Gembira>
Beda sama tpat sya, berisik kendaraan. <Wajah Menangis Gembira><Wajah Menangis Gembira>"
netral,Nyimak bosku sering terimakasih yg saling bermanpaat🎉<Jempol Ke Atas><Jempol Ke Atas>
positif,Ya Allah <Wajah Menangis Kencang><Wajah Menangis Kencang> bener² kehidupan yang aku iri
positif,Landaknya/kiwi mintak makan min lapar itu kasian<Wajah Meniup Ciuman><Wajah Meniup Ciuman><Wajah Meniup Ciuman>
negatif,Pemandangan nya  keren ya <Jempol Ke Atas><Tangan Isyarat Ok><Tangan Merapat Berdoa><Hati Merah>
positif,Knpa jlanY msih krikil krikil tajam ituuu ??? Desa indah tpi jlnanY msih trbengkalai.<Wajah Menangis>
netral,Satu desa satu miliar mana hasil nya<Wajah Menangis Gembira>
negatif,Cianjur jago <Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,Damai banget tiap nonton YT pedesaan gini <Wajah Menangis Kencang>
negatif,"<Hati Merah><Hati Merah><Hati Merah>MANTAB SUASANA NYA,,, BAKAR SINGKONG  DAN UBI,,,MINUMNYA KOPI PANAS"
positif,Klo smua hrs pemerintah pst ngapain ada bupati at walkotnya???<Wajah Berpikir><Wajah Berpikir>
positif,"Mentality jgn seprti abah ssah maju... Trus apa gunanya Dana desa, Tanya sma lurah camat bupatinya... <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>"
netral,"11:37 kemarin aku lihat janda dirumah itu bg lgi jemur baju,<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>"
negatif,"Semoga hujannya membawa berkah,buat  warga Cianjur,,terap hati""di cuaca yang lgi turun hujan trs, salam kenal dri Jawa Tengah <Wajah Tersenyum Dengan Mata Tersenyum>"
negatif,"Yg kubayangin klow malem kang, sepi atuuuuw, klow pagi maa enak pisan <Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Otot Lengan Kuat><Otot Lengan Kuat><Otot Lengan Kuat>"
negatif,Hujan² kiyeu mah raosna disimut bari ngopi beuhh mantapp <Wajah Menyeringai Dengan Mata Tersenyum>
netral,Dubai hadir <Otot Lengan Kuat><Otot Lengan Kuat><Otot Lengan Kuat><Otot Lengan Kuat><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Tangan Isyarat Ok><Tangan Isyarat Ok><Tangan Isyarat Ok><Tangan Isyarat Ok><Tangan Isyarat Ok><Hati Merah>️<Hati Merah>️<Hati Merah>️<Hati Merah>️<Hati Merah>️🩵💙
positif,Iya betulll pasti lurahnya yang gak beresssss ditiap daerah terpencil pasti sma <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,"Wuhhh ngeri kitu ningal curugna ,tapi betaheun alam perkampungana<Hati Merah>"
netral,"Salam Lestari ., Lamongan hadir , Bang ... <Tangan Merapat Berdoa>"
negatif,Ceweknya cakep2 ya disana <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
negatif,Teringin melawat negara Indonesia Inshallah semoga kesampaian hajat Aminn <Hati Merah>
netral,Nanti aku tlp kang dedy biar di aspal jalannya<Wajah Tersenyum Dengan Mata Tersenyum>
positif,"Lebih ribet dari konten kreator, pendapatan nggk sebrpa <Wajah Menangis Gembira>"
positif,Aha hujan2 kelonan uennak kang<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
positif, @bokir1585  <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>
negatif,"kaaa tasyii pertama kali aku makan master friedchick tu BENERAN SEENAK ITUU DAN BENERAN SE JUICY ITUU BAHKAN JAUH SEBELUM VIRAL ENAAK BGTT BONELESS LAGI
worth it bgt<Hati Merah><Hati Merah>"
netral,"KAK TASYI, BATTLE DONAT GA SIII HARUS 🫠<Wajah Menangis Kencang>"
negatif,"Kak...kan pernah review susu coklat.Boleh gk k...review Chocholate drink yg emang Mantaph rich mahal.Misal Caotina swiss choco ,delfi,cadbury,starbucks,CY ,dll.Sgala choco powder drink yg Mahal taste nya..tp bukan tipe chocolatos <Wajah Menangis Gembira>kali kali review yg sultan k"
negatif,6:39 suka banget motto kak tasyi ini<Tertawa Terpingkal-Pingkal><Jempol Ke Atas>🏼
positif,Menit 7.45 donatnya digigit ka yang milo <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
positif,Jilat2 tangan trs. Jiji<Wajah Menangis Gembira>
netral,Salfok cardigannya <Wajah Tersenyum Dengan Mata Hati>
negatif,Udah cobain Chikuro emang enak banget kak <Wajah Tersenyum Dengan Mata Tersenyum>
negatif,Chikuro best si kak barusan udah coba <Wajah Terperangah Terbuka>
negatif,battle basreng deh kak<Tertawa Terpingkal-Pingkal>
negatif,Seumpama kak tasyi ikut MasterChef pasti menang hehehehe <Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum>
negatif,Chikuro emang enak banget bgt bgt <Wajah Menangis Kencang>
negatif,Best si kak Chikuro barusan coba <Wajah Terperangah Terbuka>
negatif,"Kak tasyi kalo pas makan yg enak dan yg kurang enak kliatan banget, apalagi yg enaknya paraah<Wajah Menangis Gembira>"
netral,Tasyi boleh donk bikin video cobain/battle Sushi2 murah (cth: sushi-yay / sushi-go) <Tangan Merapat Berdoa>🏻<Wajah Mengedipkan Mata>
netral,Baru buka nih chikuro di kota aku <Wajah Tersenyum Dengan Mata Hati>
negatif,"Jujurrr, editor kak tasyi kali inii beda ga sii?? soalnya ngerasa efek suaranya banyak bangettt jadi agak bikin noise pas nontonnya kak<Wajah Menangis>"
negatif,Best si kak emang barusan coba di Chikuro Malang Town square <Wajah Terperangah Terbuka>
negatif,"malahan, aku bukan pecinta donut SAMA SEKALI jarang bgt makan donut tpi begitu nyobain donut bahagia, IM IN LOVE. merk"" lain aku gapernah suka dan gapernah nyari but this one<Hati Merah>"
negatif,Untuk tampilan donat nya udah bikin kepingin sih  <Wajah Mengiler>
netral,Donat itu juga ada outlet nya deket rumah (bdg) ternyata di jkt juga ada ya. Dan aku cuma pernah beli sekali. Cukup tau aja emang <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
netral,Chikuro aku besokin dan ga diangetin aja tetep enakkk<Wajah Menangis Kencang><Wajah Menangis Kencang>
positif,Siapa yang setuju kalau durasinya dipanjangin nih? Aku kalau nonton ka tasyi suka pindah² video soalnya durasinya pendek bgtt <Wajah Menangis Gembira>
netral,"Sejauh ini cuma yg ada merknya yg bisa kita coba, kalo riviewnya UMKM pastinya cuma ada dijakarta aja<Wajah Menangis Kencang><Wajah Menangis Kencang>"
netral,Kalo bisa riview makanan yg ada cabangnya di kota lain jangan jakarta aja.. Kita udah ngiler pingin pesen tapi cuma ada dijakarta dan aku orang surabaya<Wajah Menangis Kencang>
negatif,Ngiler bgt sma ayam yg terakhir<Wajah Kecewa>
negatif,Ka cobain mochi nya daifuku jakarta please<Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang> katanya itu enak bgt tp aku nunggu review kaka tasyi
negatif,"demiapa kak tasyiio gasuka donat bahagia <Wajah Menangis> aku malah suka bgt donat bahagia melebihi ponut loch, hehe emang bener ttp tergantung seleraa yaaa!!"
negatif,Donat kesuka an suami aku jadi pengen coba beliin suami makasih kk tasyi<Wajah Tersenyum Dengan Mata Hati>
netral,KA tasyi tanggung jawab aku pulang kerja shift 2 jam 00.05 nonton Vidio ini ngecess mau donat<Wajah Menangis Kencang><Wajah Menangis Kencang>
positif,"Aku sebelumnya bener2 penasaran bngt sama fried chicken master, tapi pas beli dan aku bawa buat picnic gitu dan jarak restoran ke tempat aku picnic cuma 1,5jam, tapi pas di makan rasanya bener2 kecewa bgt karena over salt, walaupun udah di makan pake nasi / kentangnya<Wajah Menangis>, apa ada yang pernah ngalamin juga?"
netral,Katanya semua yg ada di dirinya adalah perhiasan<Orang Dipijat>
negatif,"Ka, review seafood 38 jl.lapangan bola kebon jeruk jakbar, seafood asli brebes dan sudah di kunjungi beberapa food bloger dan artis <Wajah Tersenyum Dengan Mata Hati>

Seafood punya bulik( adik mama)
Makasii kak tasyi semoga komenku dibaca yaa 🤩
Salam dari tangerang"
negatif,"Ka tasyi kan suka review makanan jujur,dan saya juga mau jujur usaha makana kak tasyi ngga wort ih buat saya masa pangsit+potongan ayam kecil² isi 6 potong doang harganya 46000 <Wajah Menangis Kencang>"
netral,kalo mau order gofood apa grabfood selalu nyari rekomendasi di yt ka tasyi dulu<Hati Merah>
negatif,Salfok soflen sama bajunya kak tasyi matching banget <Wajah Tersenyum Dengan Mata Hati>
netral,"Kalo review pasti beneran enak atau ga enak, sblm beli pasti lihat review disini dulu <Jempol Ke Atas>🥰"
negatif,kaaa harus cobain fried chicken nya jatinagor house <Wajah Tersenyum Dengan Mata Hati>
negatif,"Donat bahagia udh nyampe ke ka Tasyii, bakal habis terus ini mah <Api><Api><Api>"
netral,"donat dough deli kaak, tapi di bandung<Wajah Menyeringai>"
netral,"KA TASYII HELO.. KA BATTLE LAGI DONG PLIS, BATTLE KEJU <Wajah Tersenyum Dengan Mata Hati>🤩 YUUUU BATLE YAAA THANKS <Hati Merah>️‍<Api>"
netral,170ribu 12 donat rasa b aja gmn tuh <Wajah Menangis Gembira><Wajah Menangis Gembira>
netral,Kak tasyi battle sambal yang viral di tik tok dong<Wajah Memeluk>
netral,"Ka tasyii mau kasih saran dong , mending kalo mo revieww kaka pake sendok sm garpu aja kaka diptong2 krna kan kaka makanya dikit dan ga habisss. Jd kalo makan nya pake sendok sm garpu jd sisanya ga kebuang kaka. 
Saran aja ya kaka. Makasihh<Wajah Meniup Ciuman>"
positif,"Kak Tasyi lagi sakit ya? Suaranya agak beda.. 
Cepat sembuh kl lagi sakit, sehat2 selalu<Hati Merah>"
netral,Reqq ver jajanan SD dung KA tasyii hhee! >33 <Orang Membungkuk>🏻‍♀️🖤
negatif,Pengen banget nyobain semua makanan rekomendasi Kak Tasyi tapi kebanyakan gak ada di kotaku <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang> bisa gak sih delivery by Doraemon pake pintu kemana saja? <Wajah Menangis><Wajah Menangis Gembira>
positif,Bahaya kalo nonton kontennya tasyi bikin lapar mulu<Wajah Termenung Sedih>
negatif,"Selera kt sama tasyi, donat bahagia overhype<Wajah Merengut>️"
negatif,"Asli malah salfok kak tasyi enak bgt jelasinnya, ngejelasin detail bgt sampe jadi berasa tau tekstur dan rasanya<Tertawa Terpingkal-Pingkal>"
netral,"Tiap kak Tasyi review makanan, langsung googling cabang terdekat dari rumah<Wajah Tersenyum Dengan Mulut Terbuka>. Terima kasih kak Tasyi.<Wajah Memeluk>"
negatif,Satu seleraa ka tasyi sama aku sama donat bahagia jujurrr bahasa ka tasyi bener2 hati2 bgt ya hahaha pdahal klo aku psti lgsung blg gaenak<Wajah Menangis Kencang><Wajah Menangis Kencang> udah bener donat yaudah jco atau luna’s doughnut itu best bgt sik!!
netral,Nunggu kak tasyi eps masak besar lagi <Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati>
negatif,Suka banget ka tasyi review jadi pengen <Wajah Lelah Lesu>
netral,Kak review BEBEK Carok dong <Wajah Memeluk>
positif,Kenapa timnya tasyi ga angetin tuh makanan2 dulu sblm di review sih? Masa rumah segede  gitu ga ada microwave atau air fryer buat ngangetin makanan <Wajah Tanpa Ekspresi>
netral,Udah di angetin cuma maksdunya udh ga kriuk kaya baru beli.. ada dong micriwave air fryer lengkap<Wajah Tersenyum Dengan Mata Tersenyum>
netral," @TasyiAthasyia  oo kirain dingin2 gitu, makasih tasyi udah dijelasin <Tangan Merapat Berdoa><Wajah Menyeringai Dengan Mata Tersenyum>"
positif,Baru tau klo semua makanan itu viral<Wajah Menangis Gembira> gk pernah muncul di fyp sya? Wkwkwk
netral,"Kak tasyi..
Aku kepikiran terus gimana kalau kak tasyi ganti warna softlens nya jadi coklat, abu2 atau kehijauan?
Trus makeup ala2 Arab atau India gitu..
Penasaran sumpah deh
Please bikin dong kak <Tangan Merapat Berdoa><Tangan Merapat Berdoa>"
netral,kak coba bikin konten re-cook ala DEBM yg pake corong merah <Wajah Menangis Gembira>
netral,Kak tasyiiii ayo dong betle lagiiiii<Hati Merah>
negatif,Gimana bisa gak cinta sama Kak Tasyi? dari semua battle sampe review makanan seleranya selau sama sampe donut pun sama<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>
negatif,Ka tasyi kangen review makanan reting terburuk nih !<Wajah Menangis Gembira>
positif,Donat bahagianya ko mahal bgt sih prasaan dancow attack cuma 8 apa 9rb <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang>
netral,Ka tasyi konten yang snack part selanjutnya manaa udh nungguin banget<Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>
netral,Ka cobain moon chiken <Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>
negatif,"Pengen banget makan makanan enak kaya ka Tasyi, apalah dayaku <Wajah Menangis Kencang>"
negatif,"Chicken master favorit aku sejak 2018 haaaaa temen2 yg aku rekomendasiin juga pada suka. Btw dia bisa 2 bumbu, pedas atau asin, tapi paling juara yg asin <Wajah Mencium Dengan Mata Tertutup>🧡<Jempol Ke Atas>  yg ayam thai juga enakkk"
negatif,Seneng banget liat vidnya ka tasyi <Wajah Menangis Kencang>💗
netral,Kk review atau battle makanan makanan dari tiktok shop dong <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
positif,"Ganggu gak sih tiap Tasyi bilang KEMPES kempes <Wajah Menangis Kencang><Wajah Menangis Kencang>
Itu team nya gak ada yg benerin bahasa nya apaaa dari jaman dulu bilang kempes pake e lemah<Orang Tepok Jidat>‍♀️<Orang Tepok Jidat>‍♀️"
netral,Chikuro fav banget<Wajah Menangis>
netral,chikuro buka cabang di jakbar dong <Wajah Mencium Dengan Mata Tersenyum>
netral,Kak tasyi spill cardigannya beli dimana<Wajah Mulut Terbuka Dan Keringat Dingin>
netral,Aku kalo ke mall gapernah skip beli chikuro <Wajah Mengiler>🤍
negatif,Apa yg di review ama kak tasyi tu kayak enak semua gitu makanannya <Wajah Menyeringai Dengan Mata Tersenyum><Wajah Mengiler><Hati Merah>
negatif,Kak Tasyi kangennnnnnnnnnnnn kapan bikin review lagi?? Kangennnn bangettttt<Wajah Menangis>
negatif,"Mbunn emg enak banget sii, kalo suami lagi ke JKT pasti wajib nitip mbun ber box box apalagi yg lumer beeehhhhhh mantabbbbb puolll <Hati Merah><Hati Merah>"
negatif,brownies mbun  emang seenak ituu woi <Wajah Kucing Tersenyum Mata Hati>
negatif,ngiler banget liat kebab sama brownisnya<Wajah Mengiler>
negatif,Pengen nyobain embun <Wajah Menangis> langsung ngiler ka
negatif,Dari thumbnail nya aja udah tau itu brownies mbun. Favorit banget. Pusatnya toko pertama deket rumah dari jaman SMA sering banget beli ini<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> hehe cuma cerita
negatif,Mbun emang seenak itu <Wajah Menangis><Hati Merah>
negatif,Mbun emang best bgt tau itu dari 2021<Wajah Menangis Kencang>
negatif,"Keju aroma hrga 16rb dpt 5pcs
Disini jual hrga 10rb isi 8 aja d nyinyirin , brownies jual hrga 45 menurut kak tasyi murah tp klo d kami tetep d bilang mahal kk<Wajah Menangis Gembira><Wajah Menangis Gembira>"
positif,kebab harga 30k aja gue mikir2 buat beli.. lah ini 100K bjir.. <Wajah Terbalik>
negatif,Mbun emang gong top markotop bgt rasanya apalagi yg almond ampunn enak poll cooiii<Hati Merah><Hati Merah><Hati Merah>
negatif,Mbun emang enak banget plis jangan naikin harga <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
negatif,MBUN emg gokil bgt gapernah ga rame <Tepuk Tangan>🏻<Tepuk Tangan>🏻 keren Mbun
negatif,"Ih embuuuun emang seenak itu, awalnya suami ku dulu awal ngapel kerumah bawa embun ini eh jadi keterusan kalau beli brownies pasti di embun <Wajah Mengiler><Wajah Mengiler><Wajah Mengiler>"
negatif,"Salfok sama makanan <Tanda Silang>
Salfok sama suara intro yang kenceng banget ✅"
positif,"Kak tasyi mau kasih masukan buat editornyaa. Editannya kurang smooth asal cut aja, keterangan yg di pojokan itu juga kecil dan ada yg ga sesuai sm gambarnyaa, sama openingnya suaranya pecah huhu<Wajah Lelah Lesu>"
negatif,"Kak, cobain soesnya Bunda Joeli. Another level of kue soes sih itu... Yang strawberry rasanya segeerrr 🥲<Jempol Ke Atas>"
positif,Masya allah ka tasyi kurusan baru liat kk lgy<Hati Merah>
negatif,"Kak tasyi, ngiler bet aku lihat brownies mbun <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>"
negatif,I love you.. Video review selalu nya sejujur Jujur nya <Jempol Ke Atas>
negatif,Masya Allah cantik pakai warna hitam<Wajah Tersenyum Dengan Mata Hati>
negatif,"MBUN sih gak ada duanya. Udah beli mbun sejak 2018, gak pernah nemu brownies se enak dan semurah mbun<Wajah Tersenyum Dengan Mata Hati>"
negatif,"Busyet, mbun emg enak banget <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang>"
negatif,Make up ka tasyi yang kaya gini sukaa banget liatnya cantiknya kebangetan kaya lebih muda gitu hehe<Wajah Memeluk>
positif,"jangan dikasi harga naik mbun-nya, ntar kalo harganya naik jadi mendang mending mau beli <Wajah Menangis Kencang><Wajah Menangis Kencang>"
netral,"Kak, rate brownis nya mamari Jenifer coppen <Wajah Menangis>"
negatif,"1. Durumhaus Germansize Meaty Beef Kebab- 110K
2. Fingers Butter Rice - Chicken 59K, Cumi 41.300
3. Mbun Brownies - Hazelmet uk Sedang - 49K
4. Piscok Lumer Kemang - Piscok Keju 37.500,- / 10pcs
Keju Aroma - 15.990,- / 5pcs

Juara nya dari Ka Tasyi adalah Mbun Brownies & Kebab by Durumhaus 🎉

Run, beli skrg jugaaa
Trims Ka Tasyi udah review <Wajah Tersenyum Dengan Mata Tersenyum>"
negatif,MBUN EMANG ENAK BANGETTTT<Hati Merah><Hati Merah><Hati Merah><Hati Merah>
negatif,JADI KANGEN MBUNNN<Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang>
negatif,Fingers butter rice my comfort foodddddd <Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>
positif,Mbun emng seenak ituuuuuu<Hati Merah><Hati Merah><Hati Merah>
negatif,"pas bagian brownis aku langsung ngomong mbun sih, ternyata bener wkwk mbun emang seenak itu sampe waktu cowoku ultah aku belinya bukan kue ultah tapi mbun brownies <Wajah Menangis Gembira>"
netral,Langsung co brownies <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
negatif,Mbun emang seenak itu woy <Wajah Tersenyum Dengan Mata Hati>
netral,kak tasyi review snack tray di lawson<Tangan Isyarat Ok><Tangan Isyarat Ok><Tangan Isyarat Ok><Tangan Isyarat Ok><Tangan Isyarat Ok><Tangan Isyarat Ok><Tangan Isyarat Ok><Tangan Isyarat Ok><Tangan Isyarat Ok><Tangan Isyarat Ok>
negatif,Berapa x brli brownies MBUN enak banget dan murah lagi <Hati Merah>️
negatif,Mbun emang seenak itu dari dulu <Wajah Tersenyum Dengan Mata Hati><Api>
negatif,Huaa brownies mbun favorit sekeluarga kuu masuk ke ytb nya ka tasyii<Hati Merah>
negatif,"Untuk piscok ter enak dalam hidupku, piscok cakra di sukabumi, blm nemu yg se enak itu, apakah ada yg klo ke sukabumi wajib bungkus piscok cakraa <Wajah Menangis><Wajah Menangis>"
negatif,Mbun emang enak bangett <Wajah Tersenyum Dengan Mata Hati>
negatif,"aaaa ada brownies mbun, emang best bgtttt murahh dan deket rumah, plis jgn dinaikin harganya <Wajah Menangis Gembira>"
positif,Klo sampe mbun harganya naik ini semua salah ka tasyi<Wajah Menangis Kencang><Tertawa Terpingkal-Pingkal>
negatif,Mbun brownies TOP sih.. Apalg yg melted choco Crunchy <Hati Merah><Hati Merah>
negatif,Aaaaa langsung orderr browniesss wkwkw grgr liat ini <Wajah Menangis Gembira>
positif,Mbun brownis emng seenak itu kacaw 🤩<Hati Merah>
negatif,Pokoknya percaya bgt sama lidah tasyi <Hati Merah>
negatif,"Mbun Brownies terbaik! Udah berkali2 beli Mbun buat hampers. Btw kak cobain Yellow Chicken dan Kebab Monster <Otot Lengan Kuat>🏻 Murah seada-adanya, enak, porsi banyak <Jempol Ke Atas>🏻"
positif,"Tasyi lu ngecekin ga sih team lu tuh kalo mesen makanan milih opsinya gmn?
Karena tuh Kebab Durum punya banyak varian lho. Ada yang pake sayuran, ada yg dikasi tambahan saus yang bisa dipilih, dll.
Team lu aja yang milih opsi XXL full daging tanpa sayuran dan ga pesen saucingnya <Wajah Menangis Gembira>
Mungkin dikasi budget lalu dibelanjain dah semahal mungkin.
Itu varian paling mahal krn full daging. Ada yg harga 50k dan 70k tergantung porsi pilihan aja"
negatif,Cantik bgt sih ka tasyi<Hati Merah><Hati Merah>
netral,Iya bener kentang di dalam situ fungsinya apa ya???<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
netral,Wkwk aku kalo kebab full daging gitu ku jadiin lauk maem pake nasi<Wajah Menangis Gembira>
negatif,Mbun Brownies my favorite banget dari duluuu. Apalagi yang meltedddd<Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati><Wajah Tersenyum Dengan Mata Hati>
netral,Kak tasyi pernah review seblak gasii<Wajah Menangis Kencang>
negatif,Salfok sama ka Tasyinya gk sih<Wajah Menangis Gembira> cantik banget dsini <Wajah Tersenyum Dengan Mata Hati>
negatif,Bikin ngiler banget liat kak tasyi makan<Wajah Menangis Kencang><Wajah Menangis Kencang>
negatif,MBUN BROWNIES NYA EMANG SEENAK ITUUUUUUUU KAKKK <Hati Merah>
negatif,"Suka bgt sama pembawaan ka tasyiiiii, lucu bgt woyy moodboster<Wajah Menangis Gembira><Hati Merah><Hati Merah>"
positif,"saran buat editornya, tolong kalo lgi nunjukkin makanan, menu makanan dan namanya itu di perjelas, di highlight lagi, jangan cuma di simpen di pojokan dan font nya kurang terlihat. terus durasinya bentar banget, coba jangan asal cut cut video, di shoot yg bener jdinya penonton tau kyk gmn makanan nya, ga terlalu cepet. isi kontennya bagus, seru tpi kadang transisi nya suka terlalu cepet, kerasanya rusuh. semoga di perhatikan ya <Tangan Merapat Berdoa>🏻"
netral,Kalo menu dan merk jelas harusnya iklan kak. Free promo dong<Wajah Menangis Gembira>
netral,Ini review bukan iklan cuma2 bestie <Wajah Menangis Gembira>
negatif,Woow nasi cumi tinta pedesaannya bikin puas🎉<Hati Merah>🎉
negatif,"Mbun terbaik sih, dari dulu sering beli <Wajah Menangis Kencang><Wajah Menangis Kencang>"
negatif,Mbun enak bgt buat ulang thn apalg klo bosan yg kue bolu<Wajah Tersenyum Dengan Mata Tersenyum>
negatif,mbun enak bangettt sii apalagi varian matcha duhh<Wajah Menangis><Hati Merah>
negatif,Mbun emang seenak itu woy <Wajah Mengiler>
positif,"Aduh maap banget team Tasyi ini kok editingnya jadi merosot banget yaaa, dari dulu paling suka sama editing video² Tasyi tapi kok makin kesini jadi nggak jelas, kadang audionya kecil banget dan yg aku notice banget suaranya udah nggak jernih kaya dulu, trs tadi openingnya lumayan biking telinga penging yaa kenceng bangettt, dan kadang harga atau komposisi makanannya suka typo,overall jadi boring aja gituu, saran aja kalo editornya baru,bisa liat video video nya Tasyi yang dulu dulu buat evaluasi Trims<Hati Merah>"
negatif,"kak harus cobain fudgy brownies dari twenty two cakes beneran seenak itu dan basah bngt aku nonton ini sambil makan brownies ini, harganya pun cuma 45k <Wajah Sangat Lelah><Wajah Sangat Lelah><Wajah Sangat Lelah>"
netral,Brownis ny bisa pesen luar pulau gak ya?<Wajah Menangis Kencang>
negatif,Mbunn emang se enak ituuuuuuu<Hati Merah><Hati Merah><Hati Merah>
positif,aduhhh katasya rumah ku dicikarang beli brownisnya gmna caranya<Wajah Menangis>
negatif,Kenapa dia pede banget resep atau masakan dia enak banget<Wajah Menangis Gembira>
negatif,Masya Allah ka tasyi cantik bangett<Wajah Menangis Kencang>
negatif,Tau embun udah dari 5 tahun yg lalu dan selalu tetep langganannnn<Hati Merah>
netral,Next battle keju bisa sih ini <Wajah Tersenyum Dengan Mata Hati>
netral,"Aku udah nonton loh tadi<Wajah Menangis Kencang> tinggal pipis bentar videonya dah ilangg, ini baru uploud lagi kan<Wajah Menangis Kencang>"
negatif,Cantik bgt tolong <Wajah Tersenyum Dengan Mata Hati> Masya Allah
negatif,"Sumpah emg enak bgd si ka brownies Mbun ka , apa LG yg rasa tiramisu <Wajah Mengiler>"
netral,Ihhh Mbun Brownies bisa kirim keluar kota tauuu🥹 cuss order via Shopee Mbun Official<Wajah Memeluk><Hati Merah>️
positif,"yeaaay akhirnya up juga udah nunggu berhari², semangat kontennya kak tasyi..btw bikin kebalikan dong kak rating terendah <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin> <Tangan Merapat Berdoa><Tangan Merapat Berdoa><Hati Merah><Hati Merah>"
positif,Please kak jangan nyaranin MBUN naik harga <Wajah Menangis Kencang><Wajah Menangis Kencang> ini aja dah naik trs harganya <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang>
negatif,Huaaaaa <Wajah Menangis Kencang>🥲<Wajah Agak Tersenyum>‍↕️<Tangan Merapat Berdoa>🏻
negatif,Bolu gulung hj enong khas kalsel kak<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>
negatif,"mbun emng enakk bgt, pernah sekantor suka beliii bareng dan repeat order karna emg enak bgt <Wajah Menikmati Makanan Lezat><Wajah Menikmati Makanan Lezat><Wajah Menikmati Makanan Lezat>"
negatif,"Kak saran aja, openingnya plis bgt diubah yg lebih calm, tp ajeg. Coba hire org design kak, biar ga ganti2 gituu. Lagunya jg klo bisa jgn yg keras2, krg cocok sm pembawaan kk yg skrg very mindful very demure<Wajah Menangis Kencang>💅🏻"
netral,​ @SakbaniBanii saran ka saran<Wajah Tersenyum Dengan Mata Tersenyum>
negatif,"sumpah make up kayak gini cantik bangett, model jilbab nya baguss cocok banget sama kal tasyi, elegant banget pake baju item aaa cantik poll kak<Hati Merah><Wajah Menangis Kencang>"
negatif,setujuuu wahh cantik bgt ka tasyi masyaallah bgt ini mahh <Wajah Tersenyum Dengan Mata Hati>💖
negatif,Tekstur yang dimakan Ka Tasyi itu tekstur ‘Standar’ ya kaa. Tapi best seller kita tekstur Melted kaa<Wajah Menyeringai Dengan Mata Tersenyum>🤭
