,tweet emoji,sentimen llm,tweet_with_tags
1573,"Kadang ingin posting kyk kita sedang bahagia, mencapai suatu hal, dll, malah takut didoain ama yg dengkiin jadi paranoid gitu gimana yaa... 😕",netral,"Kadang ingin posting kyk kita sedang bahagia, mencapai suatu hal, dll, malah takut didoain ama yg dengkiin jadi paranoid gitu gimana yaa... <Wajah Bingung>"
1574,"Kalo ada yg judge lu, itu mah biasa bro. Nabi aja ada yg benci. Jan sia sia kan waktu unt meladeni mereka. Masi banyak org yg peduli dan sayang sama lo 😛",netral,"Kalo ada yg judge lu, itu mah biasa bro. Nabi aja ada yg benci. Jan sia sia kan waktu unt meladeni mereka. Masi banyak org yg peduli dan sayang sama lo <Wajah Menjulurkan Lidah>"
1575,"Ngeri anjir, awal sange, akhir horor 😛",negatif,"Ngeri anjir, awal sange, akhir horor <Wajah Menjulurkan Lidah>"
1576,Merasa tersinggung nih 😠,negatif,Merasa tersinggung nih <Wajah Marah>
1577,Emang ga risih mesra mesraan depan ortu? Gua si risih 😛,negatif,Emang ga risih mesra mesraan depan ortu? Gua si risih <Wajah Menjulurkan Lidah>
1578,Takut semut 😛,netral,Takut semut <Wajah Menjulurkan Lidah>
1579,"Logat balinya masi kental, yg mana aku selalu senang kalau org bali udah ngomong dengan logatna 😛",netral,"Logat balinya masi kental, yg mana aku selalu senang kalau org bali udah ngomong dengan logatna <Wajah Menjulurkan Lidah>"
1580,"Pak Jokowi mainnya kurang jauh, jadi suka heran hehehe 😛",netral,"Pak Jokowi mainnya kurang jauh, jadi suka heran hehehe <Wajah Menjulurkan Lidah>"
1581,"Percuma sudah letoy, takut sama WC. 😛",negatif,"Percuma sudah letoy, takut sama WC. <Wajah Menjulurkan Lidah>"
1582,Hahahaha syukur tersenarai 😛,positif,Hahahaha syukur tersenarai <Wajah Menjulurkan Lidah>
1583,"Nggakk, kadang jijik 😛",negatif,"Nggakk, kadang jijik <Wajah Menjulurkan Lidah>"
1584,Hanya kata semangat yang engkau berikan dan aq cukup senang mendengar itu. 😊,positif,Hanya kata semangat yang engkau berikan dan aq cukup senang mendengar itu. <Wajah Tersenyum Dengan Mata Tersenyum>
1585,Pen murka aja gua 😠,negatif,Pen murka aja gua <Wajah Marah>
1586,KARNA AKU GA DINOTIS DAN AKU KESAL AKU MAU GIVE AWAY KEKESALAN SAMA PULSA 10K UNTUK 1 ORANG GA PAKE SYARAT SYARAT DAH TERSERAH KLEN MO NGAPAIN SELESAI besok HARI SELASA g tau jam brp 😠💣💔,negatif,KARNA AKU GA DINOTIS DAN AKU KESAL AKU MAU GIVE AWAY KEKESALAN SAMA PULSA 10K UNTUK 1 ORANG GA PAKE SYARAT SYARAT DAH TERSERAH KLEN MO NGAPAIN SELESAI besok HARI SELASA g tau jam brp <Wajah Marah><Bom><Hati Patah>
1587,"Loh itu berarti fasilitas yg diberikan mumpuni bukan maruk, kalo ada rejeki disia2in kan takut dosa 😠",negatif,"Loh itu berarti fasilitas yg diberikan mumpuni bukan maruk, kalo ada rejeki disia2in kan takut dosa <Wajah Marah>"
1588,mau todong apapun aku tetap terpesona kak 😛,netral,mau todong apapun aku tetap terpesona kak <Wajah Menjulurkan Lidah>
1589,Mau dishare disini ? Ah takut kesebar tapinya 😛,netral,Mau dishare disini ? Ah takut kesebar tapinya <Wajah Menjulurkan Lidah>
1590,"Sesat wajahnya berubah menjadi cemas, ia meringgis kecil dan refleks meremas genggaman sang suami. Walaupun wajahnya cemas, ia pun tidak menutup kebahagiaannya sebab akan bertemu dengan sang buah hati. 😊",positif,"Sesat wajahnya berubah menjadi cemas, ia meringgis kecil dan refleks meremas genggaman sang suami. Walaupun wajahnya cemas, ia pun tidak menutup kebahagiaannya sebab akan bertemu dengan sang buah hati. <Wajah Tersenyum Dengan Mata Tersenyum>"
1591,"Lebih ekstrim lagi. Bapaknya nembakin semuanya bahkan anaknya sendiri karena gak mau mereka mati sengsara sama monster. Pelurunya habis sebelum bapaknya bunuh diri, dan ternyata tim penyelamat datang : ) 😛",netral,"Lebih ekstrim lagi. Bapaknya nembakin semuanya bahkan anaknya sendiri karena gak mau mereka mati sengsara sama monster. Pelurunya habis sebelum bapaknya bunuh diri, dan ternyata tim penyelamat datang : ) <Wajah Menjulurkan Lidah>"
1592,Dosa jamaah....siap2 Indonesia...semoga Allah Swt tidak murka pada negeri ini...mari mulia banyak2 beramal kawan. 😕,netral,Dosa jamaah....siap2 Indonesia...semoga Allah Swt tidak murka pada negeri ini...mari mulia banyak2 beramal kawan. <Wajah Bingung>
1593,banyak duka nya bang 😔,negatif,banyak duka nya bang <Wajah Termenung Sedih>
1594,saya jg jijik 😛,negatif,saya jg jijik <Wajah Menjulurkan Lidah>
1595,Hahaha kalo gw takut dipecat jadi menantu. Wkwk. Soalnya mertua gw udah bangga banget gw jadi PNS 😛,netral,Hahaha kalo gw takut dipecat jadi menantu. Wkwk. Soalnya mertua gw udah bangga banget gw jadi PNS <Wajah Menjulurkan Lidah>
1596,Ngeri bawaannya penggaris kayu 😛,netral,Ngeri bawaannya penggaris kayu <Wajah Menjulurkan Lidah>
1597,heran padahal cuma gitu tapi bisa ganteng 😕,netral,heran padahal cuma gitu tapi bisa ganteng <Wajah Bingung>
1598,bukan lembut tapi takut 😛,netral,bukan lembut tapi takut <Wajah Menjulurkan Lidah>
1599,Ngeri amet 😛,negatif,Ngeri amet <Wajah Menjulurkan Lidah>
1600,kalo ada major character death aku benci kamu. sejam aja tapi. 😠,negatif,kalo ada major character death aku benci kamu. sejam aja tapi. <Wajah Marah>
1601,ada banyak matt di dalam matt 😛 kata andrea. kalimat ini mewakili isi kepala matt ketika dikuasai rasa cemas. - bagaimana jika andrea mengalami kecelakaan 😠 - bagaimana jika aku tidak bisa 😣 - bagaimana jika ada perampok di ujung jalan dls,negatif,ada banyak matt di dalam matt <Wajah Menjulurkan Lidah> kata andrea. kalimat ini mewakili isi kepala matt ketika dikuasai rasa cemas. - bagaimana jika andrea mengalami kecelakaan <Wajah Marah> - bagaimana jika aku tidak bisa <Wajah Bertahan Menderita> - bagaimana jika ada perampok di ujung jalan dls
1602,"Iya.. liat aja itu ekspresi tae. Terkejut, kyk emng dr awal udh gak ngarep gt, eh tb"" dikash trs dy senyum lebar bngt. Seneng bngt dy 😄",positif,"Iya.. liat aja itu ekspresi tae. Terkejut, kyk emng dr awal udh gak ngarep gt, eh tb"" dikash trs dy senyum lebar bngt. Seneng bngt dy <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>"
1603,"semoga lain waktu lebih cukup ya, cil. semoga hatimu senang hari ini 😊",positif,"semoga lain waktu lebih cukup ya, cil. semoga hatimu senang hari ini <Wajah Tersenyum Dengan Mata Tersenyum>"
1604,Aamiin Allahumma Aamiin. InsyaAllah tetap Syukur Nikmat atas apapun yg Allah berikan.. Met beraktifitas di 😊,positif,Aamiin Allahumma Aamiin. InsyaAllah tetap Syukur Nikmat atas apapun yg Allah berikan.. Met beraktifitas di <Wajah Tersenyum Dengan Mata Tersenyum>
1605,"Di tahun berikutnya, diamanahi untuk melanjutkan apa yang sudah dilakukan oleh Bang Satria. Alhamdulillah ditemani saudara seperjuangan yang senantiasa menemani dalam suka dan duka. Thanks a lot brok for always being with me. 👨🏽‍❤️‍💋‍👩🏼",positif,"Di tahun berikutnya, diamanahi untuk melanjutkan apa yang sudah dilakukan oleh Bang Satria. Alhamdulillah ditemani saudara seperjuangan yang senantiasa menemani dalam suka dan duka. Thanks a lot brok for always being with me. 👨🏽‍<Hati Merah>️‍<Tanda Kecupan Ciuman>‍👩🏼"
1606,"tersinggung 😕, gaya berpakaian berubah 💔, menarik diri dari pergaulan 😠, atau mengalami depresi 🩹. Kalau Anda curiga anak Anda mengalami penindasan seksual, ajak anak Anda untuk bicara baik-baik tanpa maksud untuk mengkritisi atau menyalahkan anak (misalnya karena cara berpakaian 😔)",negatif,"tersinggung <Wajah Bingung>, gaya berpakaian berubah <Hati Patah>, menarik diri dari pergaulan <Wajah Marah>, atau mengalami depresi 🩹. Kalau Anda curiga anak Anda mengalami penindasan seksual, ajak anak Anda untuk bicara baik-baik tanpa maksud untuk mengkritisi atau menyalahkan anak (misalnya karena cara berpakaian <Wajah Termenung Sedih>)"
1607,Makan tuh proyek... Kami rakyat sengsara 😠,negatif,Makan tuh proyek... Kami rakyat sengsara <Wajah Marah>
1608,haah jenis terkejut tu 😛,netral,haah jenis terkejut tu <Wajah Menjulurkan Lidah>
1609,terkejut aku tetiba uyin carut aku 😛,netral,terkejut aku tetiba uyin carut aku <Wajah Menjulurkan Lidah>
1610,Dor! Pergi ke sawah ketemu banteng 🐘 Kalo diganggu marah yg punya 😠 Selamat pagi aa Coba liat mana senyumnya? 😕,netral,Dor! Pergi ke sawah ketemu banteng 🐘 Kalo diganggu marah yg punya <Wajah Marah> Selamat pagi aa Coba liat mana senyumnya? <Wajah Bingung>
1611,"Namun setelah lama mungucapkan itu Kumiko mulai jenuh dan pikirannya teralihkan pada hal lain yang menyenangkan. ""Ah... Gagal lagi"" ujarnya 😠",negatif,"Namun setelah lama mungucapkan itu Kumiko mulai jenuh dan pikirannya teralihkan pada hal lain yang menyenangkan. ""Ah... Gagal lagi"" ujarnya <Wajah Marah>"
1612,Sumpah sih benci bgt sm cj cj cj!! 😠,negatif,Sumpah sih benci bgt sm cj cj cj!! <Wajah Marah>
1613,"ulf, semoga hatimu senang hari ini, ya. 😊",positif,"ulf, semoga hatimu senang hari ini, ya. <Wajah Tersenyum Dengan Mata Tersenyum>"
1614,"Padahal anu diritwit jeung dilike sama teh banyak, tapi aku merasa bahagia kieu :"" emang paling bisaan, nyieun readers bahagia 😊",positif,"Padahal anu diritwit jeung dilike sama teh banyak, tapi aku merasa bahagia kieu :"" emang paling bisaan, nyieun readers bahagia <Wajah Tersenyum Dengan Mata Tersenyum>"
1615,wkwkkwk fansnya merasa kesal 😛,netral,wkwkkwk fansnya merasa kesal <Wajah Menjulurkan Lidah>
1616,"Ko tau kalau aku orang yang gakk bisa jujur dengan mudahnya, setiap aku ngomong pasti bikin sakit hati atau tersinggung karna ucapanku. 💔",negatif,"Ko tau kalau aku orang yang gakk bisa jujur dengan mudahnya, setiap aku ngomong pasti bikin sakit hati atau tersinggung karna ucapanku. <Hati Patah>"
1617,"Tapi kami muslim takkan pernah mundur jika kalian terus memusuhi kami. Tapi sebelum itu, ingatlah kejadian yang lalu... Kami yakin jihad itu jalan mulia, jangan pernah melupakan, bahwa kami dengan senang hati mati dijalan yang lurus 💔",negatif,"Tapi kami muslim takkan pernah mundur jika kalian terus memusuhi kami. Tapi sebelum itu, ingatlah kejadian yang lalu... Kami yakin jihad itu jalan mulia, jangan pernah melupakan, bahwa kami dengan senang hati mati dijalan yang lurus <Hati Patah>"
1618,"Smoga ujian kmu lancr yahh, dan bisa masuk PTN dngn jalur Undangan biar mudah dan bangga juga, tpi dngn jalur apapun smoga kmu bisa masuk PTN yg kmu suka 😊",positif,"Smoga ujian kmu lancr yahh, dan bisa masuk PTN dngn jalur Undangan biar mudah dan bangga juga, tpi dngn jalur apapun smoga kmu bisa masuk PTN yg kmu suka <Wajah Tersenyum Dengan Mata Tersenyum>"
1619,"idem, saya juga kecebong kalau kata si kampret waktu pilpres kemarin tapi kecewa pas sudah jadi presiden, sudah sibuk bagi2 jatah kursi di pemerintahan ke parpol drpd urusin intoleransi ini yg menjadi-jadi 😠",negatif,"idem, saya juga kecebong kalau kata si kampret waktu pilpres kemarin tapi kecewa pas sudah jadi presiden, sudah sibuk bagi2 jatah kursi di pemerintahan ke parpol drpd urusin intoleransi ini yg menjadi-jadi <Wajah Marah>"
1620,Yok cuekin aja yok wkwk 😛 Cuman ya risih aja gitulo semakin marak 'konten' ini,netral,Yok cuekin aja yok wkwk <Wajah Menjulurkan Lidah> Cuman ya risih aja gitulo semakin marak 'konten' ini
1621,"Hatiku? Ketawa tapi rada sakit. Gimana ya lucu aja bilang mau komitmen, udah malas pacaran tapi nyatanya jadian sm cewe lain dong seminggu kemudian. Hahahaha 😔💔 kecewa parah.",negatif,"Hatiku? Ketawa tapi rada sakit. Gimana ya lucu aja bilang mau komitmen, udah malas pacaran tapi nyatanya jadian sm cewe lain dong seminggu kemudian. Hahahaha <Wajah Termenung Sedih><Hati Patah> kecewa parah."
1622,Aku kalo diginiin ko malah risih 😛. Kalo bukan sapa2. Kalo pacar beda lagi,netral,Aku kalo diginiin ko malah risih <Wajah Menjulurkan Lidah>. Kalo bukan sapa2. Kalo pacar beda lagi
1623,"So the time jelmaan tu dah sampai katil, plus minda aku duk terfikir aku dah 'tak hidup', panik berbuak2, Aku usaha bukakkan mata luas2. Finally i get control of my own body. Dan masa tu tiba2 rapid breathing n heart pumping like crazy. Alhamdulillah syukur masih hidup.. 😩",netral,"So the time jelmaan tu dah sampai katil, plus minda aku duk terfikir aku dah 'tak hidup', panik berbuak2, Aku usaha bukakkan mata luas2. Finally i get control of my own body. Dan masa tu tiba2 rapid breathing n heart pumping like crazy. Alhamdulillah syukur masih hidup.. <Wajah Lelah Lesu>"
1624,"Pengen tu hidup kek drama gitu,ceritanya dah lama nggak ketemu,pas ketemu terpesona satu sama lainnya 😘",positif,"Pengen tu hidup kek drama gitu,ceritanya dah lama nggak ketemu,pas ketemu terpesona satu sama lainnya <Wajah Meniup Ciuman>"
1625,Di kantor disemprotkan ke seluruh badan. Risih. Pengenalan nolak tapi wajib. Sampe rumah lepas baju langsung mandi keramas. 😛,negatif,Di kantor disemprotkan ke seluruh badan. Risih. Pengenalan nolak tapi wajib. Sampe rumah lepas baju langsung mandi keramas. <Wajah Menjulurkan Lidah>
1626,Selalu harap harap cemas kalo denger kata mutasi 😛,netral,Selalu harap harap cemas kalo denger kata mutasi <Wajah Menjulurkan Lidah>
1627,"Kak aneeessss aku seneng bgt samaaa tweet kaka!! Makasih banyak ya kak udh jd temen ak, maapin klo ak kadanga nmannyong apa risih gitu hiks sedihh:(💔",netral,"Kak aneeessss aku seneng bgt samaaa tweet kaka!! Makasih banyak ya kak udh jd temen ak, maapin klo ak kadanga nmannyong apa risih gitu hiks sedihh:(<Hati Patah>"
1628,"Tetep semangat ka, jan gugup terus sidangnya diberi kemudahan dan diberi kelancaran, nilainya memuaskan dan bisa banggakan ortunya serta bangtan :3",positif,"Tetep semangat ka, jan gugup terus sidangnya diberi kemudahan dan diberi kelancaran, nilainya memuaskan dan bisa banggakan ortunya serta bangtan :3"
1629,"Emberr, dehse pastiles muak mendengar suara pales si cinlau 😠",negatif,"Emberr, dehse pastiles muak mendengar suara pales si cinlau <Wajah Marah>"
1630,"Selanjutnya hanya terdengar bunyi .. .. .. pertanda sambungan telepon berakhir. Ia hanya mampu menghela nafas. Jika harus jujur, terbesit rasa khawatir juga gugup jika harus berhadapan dengan anak-anak siswa menengah atas. 😕",netral,"Selanjutnya hanya terdengar bunyi .. .. .. pertanda sambungan telepon berakhir. Ia hanya mampu menghela nafas. Jika harus jujur, terbesit rasa khawatir juga gugup jika harus berhadapan dengan anak-anak siswa menengah atas. <Wajah Bingung>"
1631,"Jarang bah sy benci org ni, tapi tiap kali nampak muka si PU TAHI ni sy betul2 mau tumbuk 😠",negatif,"Jarang bah sy benci org ni, tapi tiap kali nampak muka si PU TAHI ni sy betul2 mau tumbuk <Wajah Marah>"
1632,Mulai takut dia 😛,negatif,Mulai takut dia <Wajah Menjulurkan Lidah>
1633,Wkwkkw.. alternatif saat takut keluar rumah karena virus corona 😛,netral,Wkwkkw.. alternatif saat takut keluar rumah karena virus corona <Wajah Menjulurkan Lidah>
1634,"Semua bisa nder, cuman klo yg udh fasih bgt yeonjun, tae, sama kamal Kamal karna dia gugup kadang dia kaya kagok gitu paa ngomong wkwk 😛",netral,"Semua bisa nder, cuman klo yg udh fasih bgt yeonjun, tae, sama kamal Kamal karna dia gugup kadang dia kaya kagok gitu paa ngomong wkwk <Wajah Menjulurkan Lidah>"
1635,Ga peduli. Ga bakalan bisa haha hihi di depan padahal muak di dalam 😛,netral,Ga peduli. Ga bakalan bisa haha hihi di depan padahal muak di dalam <Wajah Menjulurkan Lidah>
1636,"perkara percintaan yg bener2 basi, muak. jd ceritain kronologinya dr gue putus terakhir aja ya? jd pas utul ugm sekitaran juli 2019 gue putus for somereason yg bener bener gajelas. dulu, mantan gue seposesif itu sih. masa iya, gue gaboleh berteman sama cowok?dia sebaliknya,cape. 😠💣💔",negatif,"perkara percintaan yg bener2 basi, muak. jd ceritain kronologinya dr gue putus terakhir aja ya? jd pas utul ugm sekitaran juli 2019 gue putus for somereason yg bener bener gajelas. dulu, mantan gue seposesif itu sih. masa iya, gue gaboleh berteman sama cowok?dia sebaliknya,cape. <Wajah Marah><Bom><Hati Patah>"
1637,"Itu diatas titik banyak uratnya anjing, ngeri mah 😠",negatif,"Itu diatas titik banyak uratnya anjing, ngeri mah <Wajah Marah>"
1638,"Kalau dibandingkan Melayu ndgn bangsa lain aku bangga dilahirkan dlm melayu. Seburuk buruk bangsaku tidak menganiayah bangsa lain sewenang wenangnya, bangsa Melayu berjaya memertabatkan Islam seadanya. Kalau kau jumpa yg teruk2 itu hanyalah ndlm lingkaran hidupmu. Tidak mengambar 😠",negatif,"Kalau dibandingkan Melayu ndgn bangsa lain aku bangga dilahirkan dlm melayu. Seburuk buruk bangsaku tidak menganiayah bangsa lain sewenang wenangnya, bangsa Melayu berjaya memertabatkan Islam seadanya. Kalau kau jumpa yg teruk2 itu hanyalah ndlm lingkaran hidupmu. Tidak mengambar <Wajah Marah>"
1639,gue aja bacanya risih 😛,negatif,gue aja bacanya risih <Wajah Menjulurkan Lidah>
1640,Aku klo dikasih dg senang hati dan lapang dada menerima 😛,netral,Aku klo dikasih dg senang hati dan lapang dada menerima <Wajah Menjulurkan Lidah>
1641,"sampe kpn pak de ini spt ini trus,ayolah pak bkn wktny pencitraan spt ini, rakyat udh sengsara, masak ga ad empati sedikit pun kerakyat 😠💔",negatif,"sampe kpn pak de ini spt ini trus,ayolah pak bkn wktny pencitraan spt ini, rakyat udh sengsara, masak ga ad empati sedikit pun kerakyat <Wajah Marah><Hati Patah>"
1642,"Lalu hr ini kamu dm aku. Wah masih inget ternyata. Atau kamu lagi kesepian makanya dm aku. Ah maaf sebenernya aku g pengen berburuk sangka. Tp ya aku cuma kesal, sedikit. 😛",netral,"Lalu hr ini kamu dm aku. Wah masih inget ternyata. Atau kamu lagi kesepian makanya dm aku. Ah maaf sebenernya aku g pengen berburuk sangka. Tp ya aku cuma kesal, sedikit. <Wajah Menjulurkan Lidah>"
1643,Syukur jadi gua bisa memuji diri sendiri 😛,netral,Syukur jadi gua bisa memuji diri sendiri <Wajah Menjulurkan Lidah>
1644,Minhyun stalker emang jirrrrr dia tau kita semalehan kesal dan resah 😠,negatif,Minhyun stalker emang jirrrrr dia tau kita semalehan kesal dan resah <Wajah Marah>
1645,Tak pegangin astaga. Biar ga guling mesinnya. Takut banget tuh mesin bisa guling 😠,negatif,Tak pegangin astaga. Biar ga guling mesinnya. Takut banget tuh mesin bisa guling <Wajah Marah>
1646,taukan sekarang gimana rasanya cemas 😛,negatif,taukan sekarang gimana rasanya cemas <Wajah Menjulurkan Lidah>
1647,Dor! Gaes kalian sekarang jadi waspada ga sih belanja online gegara C0v1d ini? Kok gue takut ya wkwk 😛,netral,Dor! Gaes kalian sekarang jadi waspada ga sih belanja online gegara C0v1d ini? Kok gue takut ya wkwk <Wajah Menjulurkan Lidah>
1648,Ya .. mbak takut ketemu mas poci Nggaaaaaa. Jawab Hanum kesal. Angga juga takut mbak! Bodo amat. Pokoknya bangun anterin mbak ke kamar mandi sekarang juga! Hanum menyeret Angga setengah paksa. Tak sia-sia ia belajar taekwondo dari SMA. Kekuatannya mampu membuat adik-adik 😠 Bodo amat. Pokoknya bangun anterin mbak ke kamar mandi sekarang juga! Hanum menyeret Angga setengah paksa. Tak sia-sia ia belajar taekwondo dari SMA. Kekuatannya mampu membuat adik-adik 😠,negatif,Ya .. mbak takut ketemu mas poci Nggaaaaaa. Jawab Hanum kesal. Angga juga takut mbak! Bodo amat. Pokoknya bangun anterin mbak ke kamar mandi sekarang juga! Hanum menyeret Angga setengah paksa. Tak sia-sia ia belajar taekwondo dari SMA. Kekuatannya mampu membuat adik-adik <Wajah Marah> Bodo amat. Pokoknya bangun anterin mbak ke kamar mandi sekarang juga! Hanum menyeret Angga setengah paksa. Tak sia-sia ia belajar taekwondo dari SMA. Kekuatannya mampu membuat adik-adik <Wajah Marah>
1649,cowo cowo gabisa tahan ya kalo sange 😛 ngeri bgt ngajak ngajak,negatif,cowo cowo gabisa tahan ya kalo sange <Wajah Menjulurkan Lidah> ngeri bgt ngajak ngajak
1650,Kecewa benda biasa. 😔 Nangis dalam diam benda biasa. Terluka sendiri benda biasa. Dan semuanya dah terbiasa.,negatif,Kecewa benda biasa. <Wajah Termenung Sedih> Nangis dalam diam benda biasa. Terluka sendiri benda biasa. Dan semuanya dah terbiasa.
1651,"Chenle: Bener, Jaemin ssi.. sangat gu ah? Jeno ssi sangat gugup 😛",netral,"Chenle: Bener, Jaemin ssi.. sangat gu ah? Jeno ssi sangat gugup <Wajah Menjulurkan Lidah>"
1652,Cewek ga bisa marah karena dia sayang. Tapi sekalinya dia marah bukan berarti dia ga sayang. Kadang dia marah karena udah terlalu lelah. 😛,netral,Cewek ga bisa marah karena dia sayang. Tapi sekalinya dia marah bukan berarti dia ga sayang. Kadang dia marah karena udah terlalu lelah. <Wajah Menjulurkan Lidah>
1653,Kalo bagian itu mah standart Level noob 😠 Tersinggung nya cuma dibilang alay sama orang yang foto profilnya gituu Menyakitkan lohh Aslii,negatif,Kalo bagian itu mah standart Level noob <Wajah Marah> Tersinggung nya cuma dibilang alay sama orang yang foto profilnya gituu Menyakitkan lohh Aslii
1654,"terpesona, ku pada pandangan pertamaa~ 😛",positif,"terpesona, ku pada pandangan pertamaa~ <Wajah Menjulurkan Lidah>"
1655,Penat mengharap 😛,negatif,Penat mengharap <Wajah Menjulurkan Lidah>
1656,"Dulu cinta bet duetnya vincent desta. Makin lama diikutin, vincent bikin terpesona terus astaganagah 😛",netral,"Dulu cinta bet duetnya vincent desta. Makin lama diikutin, vincent bikin terpesona terus astaganagah <Wajah Menjulurkan Lidah>"
1657,"Bagaimana, baik-baik sajakah kamu ? Gadis penganggu itu, apa perlu kutangani. 😠 Risih, menyebalkan. Aku lebih suka senyummu yang menenangkan. Sudah, jangan terlalu diperhatikan. Ingat, disini ada aku. Aku akan selalu jadi sandaranmu, buatlah kisah denganku. Bagaimana keputusanmu?",netral,"Bagaimana, baik-baik sajakah kamu ? Gadis penganggu itu, apa perlu kutangani. <Wajah Marah> Risih, menyebalkan. Aku lebih suka senyummu yang menenangkan. Sudah, jangan terlalu diperhatikan. Ingat, disini ada aku. Aku akan selalu jadi sandaranmu, buatlah kisah denganku. Bagaimana keputusanmu?"
1658,Aku tersinggung eg asu :v 😠,negatif,Aku tersinggung eg asu :v <Wajah Marah>
1659,Pansus. : Perjuangan Panja. : Dagelan Mereka Tak mau Berjuang tegakkan kebenaran mrk hanya mau Dagelan lindungi rezim korup. 😠 Selamat Dagelan disenayan rakyat sdh muak padamu.,negatif,Pansus. : Perjuangan Panja. : Dagelan Mereka Tak mau Berjuang tegakkan kebenaran mrk hanya mau Dagelan lindungi rezim korup. <Wajah Marah> Selamat Dagelan disenayan rakyat sdh muak padamu.
1660,"Setuju utk seojun Gue jg ceweknya lebih ngefeel Seolhyun, tp gue takut dia di judge klo ada apa2 🤔 Utk suho, Jin BTS tuh mukanya mirip deh.... 😠",netral,"Setuju utk seojun Gue jg ceweknya lebih ngefeel Seolhyun, tp gue takut dia di judge klo ada apa2 <Wajah Berpikir> Utk suho, Jin BTS tuh mukanya mirip deh.... <Wajah Marah>"
1661,semoga sengsara di awal bahagia diahir..aamiin 😛,netral,semoga sengsara di awal bahagia diahir..aamiin <Wajah Menjulurkan Lidah>
1662,"Weh aku juga pas manggil mas ke orang, dia juga kaya yang tersinggung gt gatau kenapa 😠",negatif,"Weh aku juga pas manggil mas ke orang, dia juga kaya yang tersinggung gt gatau kenapa <Wajah Marah>"
1663,"ana braniin nglaporin ke wali klsny,, eh pas ana k kantin tau""ny mreka sma tmen skelas dah ngmpul aj bkin acra buat mrahin ana smpe"" udh ad yg bwa potongan bmbugk ngrti ana kan ngbelain mreka, tpi ko mreka mlah ikutn murka jg, tpi untungny dtng guru Pjkrgjdi dimarahin deh 😠",negatif,"ana braniin nglaporin ke wali klsny,, eh pas ana k kantin tau""ny mreka sma tmen skelas dah ngmpul aj bkin acra buat mrahin ana smpe"" udh ad yg bwa potongan bmbugk ngrti ana kan ngbelain mreka, tpi ko mreka mlah ikutn murka jg, tpi untungny dtng guru Pjkrgjdi dimarahin deh <Wajah Marah>"
1664,"Anjeng. Jangan tersinggung ya, emang bukan yang pas. Gue lebih gasuka kalian di sindir. Jadi gue tegur 😛",netral,"Anjeng. Jangan tersinggung ya, emang bukan yang pas. Gue lebih gasuka kalian di sindir. Jadi gue tegur <Wajah Menjulurkan Lidah>"
1665,Smpai penat la..smpai dh x terkeluar air mata tpi hati menagis like termenung..and then pling penat msa x boleh tidur(insomnia) pejam mata ada ja bnda2 buruk terfikir 3 or 4 pgi bru tidur..and tiap2 hari mimpi org yg sama..sedih..sedih sngt2 masa tu..masa tu la 😔,negatif,Smpai penat la..smpai dh x terkeluar air mata tpi hati menagis like termenung..and then pling penat msa x boleh tidur(insomnia) pejam mata ada ja bnda2 buruk terfikir 3 or 4 pgi bru tidur..and tiap2 hari mimpi org yg sama..sedih..sedih sngt2 masa tu..masa tu la <Wajah Termenung Sedih>
1666,"Megahnya bercakap. Tuhan uji beza beza ye. Huh 😠 Sibaik la time aku break dulu walaupun insomnia, termenung hari2, berendam air mata, result drop sikit, masih dean every sem, syukur sebab lecturer aku tak belittle aku macam dia buat skrg ni",negatif,"Megahnya bercakap. Tuhan uji beza beza ye. Huh <Wajah Marah> Sibaik la time aku break dulu walaupun insomnia, termenung hari2, berendam air mata, result drop sikit, masih dean every sem, syukur sebab lecturer aku tak belittle aku macam dia buat skrg ni"
1667,Hanya kesal dan kecewa. Dia bilang apa.. Terus dia nglakuin apa 😠,negatif,Hanya kesal dan kecewa. Dia bilang apa.. Terus dia nglakuin apa <Wajah Marah>
1668,"Suka heran sama orang-orang yang baru putus trus lansung dapat yang baru, mana cantik-cantik lagi Kok bisa ya, Apa itu yang dinamakan fakboi 😔",negatif,"Suka heran sama orang-orang yang baru putus trus lansung dapat yang baru, mana cantik-cantik lagi Kok bisa ya, Apa itu yang dinamakan fakboi <Wajah Termenung Sedih>"
1669,"Sejak itu, ia memutuskan untuk tidak pernah lagi melangakahkan kakinya ke mesjid. Malamnya, ia pergi ke cafe/bar masih merasa gugup dan terguncang, ia tidak sengaja menumpahkan minumannya di meja. 😕",netral,"Sejak itu, ia memutuskan untuk tidak pernah lagi melangakahkan kakinya ke mesjid. Malamnya, ia pergi ke cafe/bar masih merasa gugup dan terguncang, ia tidak sengaja menumpahkan minumannya di meja. <Wajah Bingung>"
1670,Awww aku terkejut serius segitu termasuk hemat bgt????? 😛,netral,Awww aku terkejut serius segitu termasuk hemat bgt????? <Wajah Menjulurkan Lidah>
1671,"ambil dah, muak bgt gue 😠",negatif,"ambil dah, muak bgt gue <Wajah Marah>"
1672,"Prestasinya naikan iuran BPJS, dan bikin rakyat tambah sengsara 😠",negatif,"Prestasinya naikan iuran BPJS, dan bikin rakyat tambah sengsara <Wajah Marah>"
1673,Asal kamunya juga senang 😛,netral,Asal kamunya juga senang <Wajah Menjulurkan Lidah>
